Title,rate,Year,certificate,genre,rate,story,director,votes count
FAR: Changing Tides,81.,(2022 Video Game),,"
Action, Adventure            ",7.4,"
Set sail and discover the wonders of a flooded world rife with mystery. Dive into unknown depths on the hunt for fuel and salvage, devise innovative solutions to overcome intricate obstacles, and unearth forgotten relics lost to time.","
    ",58
Total War: Warhammer III,82.,(2022 Video Game),,"
Action, Fantasy            ",8.3,"
        Add a Plot
","
    Director:
Ian Roxburgh
                 | 
    Stars:
Barry Aird, 
Jason Anthony, 
Elina Alminas, 
Richard Armitage
    ",57
DC League of Super-Pets: The Adventures of Krypto and Ace,83.,(2022 Video Game),E10+,"
Animation, Action, Adventure            ",6.3,"
Puts players in the paws of Super-Pets Krypto the Super-Dog and Ace as they take to the skies to protect the animal population of Metropolis from a new and looming threat.","
            
    Stars:
Vanessa Bayer, 
Patrick Dempsey, 
Natasha Lyonne, 
Marc Maron
    ",54
F1 22,84.,(2022 Video Game),,"
Sport            ",6.5,"
        Add a Plot
","
            
    Stars:
James Alexander, 
André Refig
    ",54
Goat Simulator 3,85.,(2022 Video Game),T,"
Action, Adventure, Comedy            ",8.3,"
Pilgor's baaack, Gather your herd and venture forth into Goat Simulator 3: a totally realistic, sandbox farmyard experience.","
    ",50
Neon White,86.,(2022 Video Game),T,"
Action            ",8.1,"
The player takes the role of White, an assassin from Hell who slays demons for a chance to ascend to Heaven. White is from a group of assassins known as the neon who are required to wear ...                See full summary »
","
    Directors:
Benjamin Esposito, 
Geneva Hodgson
                 | 
    Stars:
Steve Blum, 
Bruce Barker, 
Ian Jones-Quartey, 
Courtney Lin
    ",49
Mario + Rabbids: Sparks of Hope,87.,(2022 Video Game),E10+,"
Action            ",8.5,"
An entity named Cursa wants to consume the Sparks' energy and take over the galaxy, spreading Darkmess, a type of dark matter, across its planets. leading Mario and his team to rescue them and save the galaxy.","
    Director:
Davide Soliani
                 | 
    Stars:
Yasuhiro Mamiya, 
Shin Matsushige, 
Yuriko Fuchizaki, 
Eriko Matsui
    ",48
Steelrising,88.,(2022 Video Game),M,"
Action            ",7.2,"
Paris, 1789. The French Revolution has been suppressed with bloodshed by Louis XVI and his merciless mechanical army. Aegis, a mechanical masterpiece created by the engineer Vaucanson to be...                See full summary »
","
            
    Stars:
Cassie Layton, 
Emma Fielding, 
Liza Sadovy, 
David Annen
    ",48
AI: The Somnium Files - nirvanA Initiative,89.,(2022 Video Game),M,"
Adventure, Crime, Mystery            ",8.1,"
Special Agents Mizuki and Ryuki, along with their AI partners Aiba and Tama, are tasked to solve the bizarre Half Body serial killings in this sequel to the critically acclaimed AI: The Somnium Files.","
    Director:
Akira Okada
                 | 
    Stars:
Tomoyo Kurosawa, 
Akari Kitô, 
Atsushi Tamura, 
Ai Kakuma
    ",47
Serious Sam: Siberian Mayhem,90.,(2022 Video Game),M,"
Action, Adventure, Comedy            ",6.8,"
Join the fight against Notorious Mental on a journey through the wild lands of Russia, and find your way through this lost chapter of Sam Stone's adventures in this new stand-alone expansion to the world of the classic FPS series.","
            
    Stars:
John J. Dick, 
Julia Mikayla Wilson
    ",45
The Chant,91.,(2022 Video Game),,"
Action, Adventure, Horror            ",6.4,"
Set on a remote spiritual island retreat. To survive you must craft, fight, and escape the psychedelic horrors set loose when a spiritual ritual goes wrong and awakens a dimension of cosmic terror.","
    Director:
Mike Skupa
                 | 
    Stars:
Siobhan Williams, 
Emily Tennant, 
Kira Clavell, 
Adam Millard
    ",44
Crowns and Pawns: Kingdom of Deceit,92.,(2022 Video Game),,"
Adventure            ",7.7,"
Milda Kovas learns that she has inherited her grandfather's house in Lithuania. She finds herself in a puzzling adventure, piecing clues together to find the lost treasure of the Grand Duchy of Lithuania.","
    Director:
Sarunas Ledas
                 | 
    Stars:
Erin Yvette, 
Matthew Curtis, 
Elizabeth Allen, 
Adam Rosenbloom
    ",44
Destroy All Humans! 2: Reprobed,93.,(2022 Video Game),T,"
Action, Adventure, Sci-Fi            ",7.6,"
10 years after destroy all humans, crypto is partying in bay city when suddenly the Russians destroy the mothership. Pox was on board the ship during the destruction but luckily saves ...                See full summary »
","
            
    Stars:
J. Grant Albrecht, 
Richard Steven Horvitz, 
Courtenay Taylor, 
Anthony Head
    ",43
Hello Neighbor 2,94.,(2022 Video Game),E10+,"
Family, Fantasy, Horror            ",6.1,"
Hello Neighbor 2 is a Stealth Horror Game where you're being stalked by a mysterious creature, the Guest, as you try to track down Ted Peterson (The Neighbor) who has disappeared after the events of the first game.","
    Directors:
Collin Ottinger, 
Tom Brien, 
Nikita Kolesnikov, 
Michael Kuzmin
                 | 
    Star:
Armen Taylor
    ",42
Elex II,95.,(2022 Video Game),M,"
Animation, Action, Adventure            ",6.5,"
        Add a Plot
","
            
    Stars:
Lucian Perez, 
Krizia Bajos, 
Steve Blum, 
David Boat
    ",42
Teenage Mutant Ninja Turtles: The Cowabunga Collection,96.,(2022 Video Game),T,"
Action, Adventure, Fantasy            ",8.0,"
Teenage Mutant Ninja Turtles: The Cowabunga Collection assembles thirteen classic TMNT games by Konami in one incredible package.","
    ",42
Tinykin,97.,(2022 Video Game),E10+,"
Action, Adventure            ",8.0,"
Catch hundreds of tinykin and use their unique powers to bring Milo back to his home planet and back to normal size.","
    Directors:
Romain Claude, 
Marie Marquet
    ",42
Vampire: The Masquerade - Bloodhunt,98.,(2022 Video Game),M,"
Action, Fantasy, Horror            ",6.3,"
A treacherous betrayal has stirred a war amongst vampires, who are also targeted for annihilation by the secret society known as the Entity.","
            
    Stars:
Nicholas Rowe, 
Ben Crowe, 
Kajsa Mohammar, 
Shai Matheson
    ",41
Bonelab,99.,(2022 Video Game),M,"
Action, Adventure, Sci-Fi            ",8.8,"
Sentenced to death, you embody an outcast escaping fate. Discover a pathway to a hidden underground research facility. A series of challenging experiments and discoveries await. A road to the truth calls from the void.","
    Director:
Brandon Laatsch
                 | 
    Stars:
Jimmy Wong, 
Brett Driver, 
Heldine Aguiluz, 
D.C. Douglas
    ",40
MLB: The Show 22,100.,(2022 Video Game),E,"
Sport            ",6.8,"
        Add a Plot
","
            
    Stars:
Erik Braa, 
Alex Miniak
    ",40
Star Wars: The Old Republic - Legacy of the Sith,101.,(2022 Video Game),,"
Action, Adventure, Fantasy            ",7.4,"
The war between the galactic republic and the Sith empire spreads to new worlds! Dangerous fringe groups rise in the dark corners of the galaxy and Darth Malgus pursues an unknown plan. ...                See full summary »
","
    Director:
Keith Kanneg
                 | 
    Stars:
Grey Griffin, 
Tom Spackman, 
Jo Wyatt, 
Bertie Carvel
    ",39
Live A Live,102.,(2022 Video Game),T,,8.3,"
        Add a Plot
","
    Director:
Shun Sasaki
                 | 
    Stars:
Megumi Ogata, 
Hiroki Yasumoto, 
Natsumi Takamori, 
Ryô Horikawa
    ",37
Weird West,103.,(2022 Video Game),,"
Action, Adventure, Fantasy            ",6.5,"
Survive and unveil the mysteries of the Weird West through the intertwined destinies of its unusual heroes in an immersive sim from the co-creators of Dishonored (2012) and Prey (2017). ...                See full summary »
","
    Director:
Raphael Colantonio
    ",37
Somerville,104.,(2022 Video Game),,"
Adventure            ",6.4,"
Somerville is an adventure video game and the debut title by the independent studio Jumpship.","
    Director:
Chris Olsen
                 | 
    Stars:
Ally Murphy, 
Christopher Tester
    ",37
Nobody Saves the World,105.,(2022 Video Game),,"
Action, Adventure, Comedy            ",7.1,"
Transform from a featureless nobody into a SLUG, a GHOST and a DRAGON in this new take on Action RPGs from the creators of Guacamelee. Discover 15+ distinct Forms, mix-and-match their abilities, and - SAVE THE WORLD!?","
    ",37
Vampire: The Masquerade - Swansong,106.,(2022 Video Game),,,5.9,"
Play as 3 vampires, wield their powers wisely, and strike the right balance between your human and animal side in a heart-pounding story in which your choices will decide the fate of Boston.","
            
    Stars:
Blessed Niayemi, 
Graham Powell, 
Andrea Perez, 
Lauren Marini
    ",36
"Warhammer 40,000: Darktide",107.,(2022 Video Game),,"
Action, Sci-Fi            ",7.9,"
In the depths of the hive, a mysterious and sinister new force is seeking to take control of the city of Tertium. It is up to you and your allies in the Inquisition to root out the enemy before the city succumbs to Chaos.","
    Directors:
Anders De Geer, 
Tor Helmstein
                 | 
    Stars:
Seroca Davis, 
Alex Jordan, 
Emma Ballantine, 
Aaron Neil
    ",35
Capcom Fighting Collection,108.,(2022 Video Game),T,"
Action            ",8.3,"
A collection of 10 classic Capcom Fighting Games in celebration of their thirty-fifth anniversary of producing competitive fighting games.","
    ",35
Life is Strange Remastered Collection,109.,(2022 Video Game),,,7.0,"
Experience the BAFTA award-winning story of Life is Strange now beautifully remastered with enhanced visuals and vastly improved animation using mocap technology.","
            
    Stars:
Anastasia Davidson, 
Rhianna DeVries, 
Tyler Laracca
    ",34
Achtung Banditen?!,110.,(2022 Video Game),,"
History            ",8.7,"
Immersive VR installation for Smartphone, Tablet and PC, in memory of the victims based on the Atlas of Nazi and Fascist Massacres in Italy.","
    Directors:
Sara Ferro, 
Chris Weil
    ",33
Soul Hackers 2,111.,(2022 Video Game),M,"
Action, Adventure, Sci-Fi            ",7.8,"
A team of agents created by an entity known as Aion must uncover and piece together a mystery surrounding an apocalypse that threatens to destroy Earth.","
    Directors:
Mitsuru Hirata, 
Eiji Ishida
                 | 
    Stars:
Tomoyo Kurosawa, 
Kaito Ishikawa, 
Ami Koshimizu, 
Masaya Matsukaze
    ",31
Far Cry 6: The Vanishing,112.,(2022 Video Game),M,"
Action, Adventure, Horror            ",6.8,"
In this ""Stranger Things"" crossover mission, Dani needs to save Chorizo before El Devorador kills him.","
    Director:
Grant Harvey
                 | 
    Stars:
Alex Fernandez, 
Nisa Gunduz, 
Sean Rey, 
Danny Trejo
    ",31
Ghostbusters: Spirits Unleashed,113.,(2022 Video Game),E10+,"
Action, Fantasy            ",8.3,"
Play as either a ghost or one of three Ghostbusters.","
            
    Stars:
Dan Aykroyd, 
Tesshô Genda, 
Ernie Hudson, 
Masashi Sugawara
    ",29
Who Pressed Mute on Uncle Marcus?,114.,(2022 Video Game),,"
Mystery            ",6.6,"
        Add a Plot
","
    Director:
Steven Sheil
                 | 
    Stars:
Abigail Hardingham, 
Robbie Kay, 
Eileen Davies, 
Al Weaver
    ",29
Klonoa Phantasy Reverie Series,115.,(2022 Video Game),,"
Action, Adventure, Drama            ",7.8,"
KLONOA is a 3D side-scrolling action game series first released by Namco in 1997. Set in a unique universe populated by a range of original characters, the game follows the hero, Klonoa, as he sets off on a journey to save the world.","
    Director:
Masashi Yamamoto
                 | 
    Stars:
Shin Aomori, 
Yuriko Fuchizaki, 
Maria Kawamura, 
Satomi Kôrogi
    ",29
Bloodborne PSX,116.,(2022 Video Game),M,"
Action, Adventure, Fantasy            ",7.6,"
Travel to the gothic Victorian city of Yharnam, whose blood-soaked roads are filled with unspeakable terrors hidden behind every corner.","
    Director:
Lilith Walther
    ",28
Thymesia,117.,(2022 Video Game),,"
Action, Adventure, Fantasy            ",6.8,"
In a kingdom where death spreads, play as a mysterious character known by the code name ""Corvus"". Prey upon your enemies, wield the power of disease and find the truth in your own memories.","
    ",28
Midnight Fight Express,118.,(2022 Video Game),M,,7.6,"
        Add a Plot
","
    ",27
JoJo's Bizarre Adventure: All-Star Battle R,119.,(2022 Video Game),,"
Action            ",7.8,"
Hirohiko Araki's masterpiece, brought to life as a fighting game. Battle with 50 colorful characters, wielding Stands, Hamon, and more. See how characters who could never meet in the story interact when they come face to face.","
            
    Stars:
Kazuyuki Okitsu, 
Yoku Shioya, 
Yôji Ueda, 
Itaru Yamamoto
    ",26
Gungrave: G.O.R.E.,120.,(2022 Video Game),M,"
Action, Crime, Drama            ",5.7,"
Take on the role of Grave, a gunslinger of resurrection and badass anti-hero of your dreams, mowing down tons of enemies in a gory ballet of bullets.","
            
    Stars:
Tomokazu Seki, 
Fumihiko Tachiki, 
Kumi Sakuma, 
Masumi Asano
    ",26
Kao the Kangaroo,121.,(2022 Video Game),E10+,"
Action, Adventure, Comedy            ",6.3,"
Inspired by the golden age of 3D Platformers, Kao The Kangaroo returns in a whole new adventure. Embark on an epic journey, master magical gloves, explore lush environments and take Kao through his most grand tale yet.","
            
    Stars:
Antek Scardina, 
Ariel Bialski, 
Bartosz Szpak, 
Charles Rabenda
    ",26
Norco,122.,(2022 Video Game),,"
Action, Mystery, Sci-Fi            ",7.8,"
Norco is a sci-fi Southern Gothic adventure that immerses the player in the sinking suburbs and verdant industrial swamps of Louisiana's petrochemical hinterlands. Your brother Blake has ...                See full summary »
","
    ",26
Beacon Pines,123.,(2022 Video Game),,"
Adventure            ",8.6,"
Luka VanHorn starts investigating his hometown in the hopes of finding his missing mother. However, he finds himself wrapped up in a bizarre mystery centered around a massive conspiracy.","
    Director:
Matt Meyer
                 | 
    Star:
Kirsten Mize
    ",25
World of Warcraft: Dragonflight,124.,(2022 Video Game),,"
Action            ",7.8,"
        Add a Plot
","
    Director:
Ion Hazzikostas
                 | 
    Stars:
Aaron Phillips, 
Abby Craden, 
Abraham Benrubi, 
Alicyn Packard
    ",24
